sample_id,split,method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d1_7-gt_vid-042_ec139516,train,green,1.9805554904117952,2.8147995246755704,0.2507348666955748,0.5829792307170947,-5.796375090063188,52
ubfc_d1_7-gt_vid-042_ec139516,train,chrom,45.73298158001759,46.02978771929501,-0.32351760419477554,-45.73298158001759,-11.243027750268954,52
ubfc_d1_7-gt_vid-042_ec139516,train,pos,1.5593325102059659,2.0918834508611743,0.5519254834102421,0.35216862515444447,4.788010735604226,52
ubfc_d1_8-gt_vid_c4e9d008,val,green,6.198205992232921,6.811647740162968,0.5504661124839932,-6.198205992232921,-4.0688012158645845,43
ubfc_d1_8-gt_vid_c4e9d008,val,chrom,12.24579735689385,13.202147239033868,0.33182832412585533,-12.24579735689385,-8.95536444764383,43
ubfc_d1_8-gt_vid_c4e9d008,val,pos,6.151685847792515,6.610718539768949,0.6879000105235927,-6.151685847792515,-2.0235726590291976,43
ubfc_d2_subject1_vid_f522da8f,train,green,2.091991106669108,2.6679789848622972,0.6906411121496516,-1.8427642186482747,0.5970280698900264,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,62.504119555155434,62.6306385375558,-0.4304736639884822,-62.504119555155434,-12.512997047843346,24
ubfc_d2_subject1_vid_f522da8f,train,pos,2.091991106669108,2.6679789848622972,0.6906411121496516,-1.8427642186482747,1.2134978273842656,24
ubfc_d2_subject10_vid_142da79b,train,green,1.616718233619122,2.19339598851964,0.9441609992703102,0.5602471280686062,-3.629345799344439,38
ubfc_d2_subject10_vid_142da79b,train,chrom,71.56629802509751,71.9467636635501,-0.4694903731945676,-71.56629802509751,-16.78397619620951,38
ubfc_d2_subject10_vid_142da79b,train,pos,2.0938513320206433,3.045139993152315,0.921315720936565,1.1920127948295025,-0.8537451062949307,38
ubfc_d2_subject11_vid_86a002c4,val,green,29.613912307068777,45.50435530937984,0.7108865291912502,18.487623313780404,-9.328187777772099,39
ubfc_d2_subject11_vid_86a002c4,val,chrom,64.33489642874514,66.03781883016376,0.196419413547217,-32.231536130392776,-14.82178768661148,39
ubfc_d2_subject11_vid_86a002c4,val,pos,46.69170092902015,75.6136074849753,-0.5461698912632507,45.975458244200325,-16.856317789215503,39
ubfc_d2_subject12_vid_22a0cc54,train,green,2.21330075386243,2.3718528552745464,0.6977613397333488,-2.21330075386243,-3.7198547860752784,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,14.314344259408804,15.852649109527325,0.41068670872275437,-14.314344259408804,-9.315179651865025,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,2.0594737713153544,2.2606172443869785,0.6724853370675073,-2.0594737713153544,2.9588703374625434,39
ubfc_d2_subject13_vid_d1a4a1e1,train,green,1.501321913812828,1.7960056235492319,0.9276264854060239,-0.015055183869120987,-4.35953500120994,38
